id,time,location,value,condition
8,23:12:28 15:11:27,9,11626.88,bright
9,23:12:28 15:11:27,13,21969.54,bright
10,23:12:28 15:11:27,8,21872.45,bright
1,23:12:28 15:12:27,10,21332.93,bright
2,23:12:28 15:12:27,11,17691.44,bright
3,23:12:28 15:12:27,12,22206.77,bright
4,23:12:28 15:12:27,13,23416.13,bright
5,23:12:28 15:12:27,14,28938.69,bright
6,23:12:28 15:12:27,12,4207.23,dark
7,23:12:28 15:12:27,11,11759.41,bright
8,23:12:28 15:12:27,9,15500.74,bright
10,23:12:28 15:12:27,8,24639.23,bright
1,23:12:28 15:13:27,10,5185.75,bright
2,23:12:28 15:13:27,11,18816.55,bright
3,23:12:28 15:13:27,12,8956.70,good
4,23:12:28 15:13:27,13,21019.49,bright
6,23:12:28 15:13:27,12,27689.27,bright
8,23:12:28 15:13:27,9,26695.23,bright
9,23:12:28 15:13:27,13,25237.62,bright
1,23:12:28 15:14:27,10,13950.06,bright
2,23:12:28 15:14:27,11,1723.13,dark
3,23:12:28 15:14:27,12,16045.01,bright
4,23:12:28 15:14:27,13,24375.36,bright
6,23:12:28 15:14:27,12,28659.85,bright
7,23:12:28 15:14:27,11,2219.40,good
8,23:12:28 15:14:27,9,13932.75,bright
10,23:12:28 15:14:27,8,16310.16,bright
1,23:12:28 15:15:27,10,3569.68,bright
2,23:12:28 15:15:27,11,26440.38,bright
3,23:12:28 15:15:27,12,17847.28,bright
4,23:12:28 15:15:27,13,29928.26,bright
6,23:12:28 15:15:27,12,21178.94,bright
7,23:12:28 15:15:27,11,25072.38,bright
8,23:12:28 15:15:27,9,21720.71,bright
9,23:12:28 15:15:27,13,2887.70,dark
1,23:12:28 15:16:27,10,10466.78,bright
2,23:12:28 15:16:27,11,10783.55,bright
3,23:12:28 15:16:27,12,26165.25,bright
5,23:12:28 15:16:27,14,16511.00,bright
7,23:12:28 15:16:27,11,16689.36,bright
9,23:12:28 15:16:27,13,16635.31,good
2,23:12:28 15:17:27,11,8344.54,bright
4,23:12:28 15:17:27,13,28708.56,bright
5,23:12:28 15:17:27,14,231.61,bright
6,23:12:28 15:17:27,12,5438.52,good
7,23:12:28 15:17:27,11,36.40,dark
8,23:12:28 15:17:27,9,16151.09,bright
9,23:12:28 15:17:27,13,25275.99,bright
10,23:12:28 15:17:27,8,28273.91,bright
1,23:12:28 15:18:27,10,25835.13,bright
3,23:12:28 15:18:27,12,493.76,dark
5,23:12:28 15:18:27,14,18432.28,bright
7,23:12:28 15:18:27,11,2571.03,good
8,23:12:28 15:18:27,9,19679.02,bright
9,23:12:28 15:18:27,13,14029.66,good
1,23:12:28 15:19:27,10,22614.64,bright
2,23:12:28 15:19:27,11,22068.94,bright
4,23:12:28 15:19:27,13,3120.13,dark
5,23:12:28 15:19:27,14,1870.54,bright
6,23:12:28 15:19:27,12,28289.03,bright
8,23:12:28 15:19:27,9,21944.92,bright
9,23:12:28 15:19:27,13,4843.83,dark
10,23:12:28 15:19:27,8,7782.95,bright
1,23:12:28 15:20:27,10,11610.80,bright
3,23:12:28 15:20:27,12,4424.02,dark
4,23:12:28 15:20:27,13,26356.06,bright
5,23:12:28 15:20:27,14,863.11,bright
7,23:12:28 15:20:27,11,15655.60,bright
8,23:12:28 15:20:27,9,3636.17,bright
9,23:12:28 15:20:27,13,18569.49,good
1,23:12:28 15:21:27,10,5745.17,bright
2,23:12:28 15:21:27,11,2680.59,good
3,23:12:28 15:21:27,12,25131.83,bright
4,23:12:28 15:21:27,13,2362.81,dark
5,23:12:28 15:21:27,14,27176.07,bright
7,23:12:28 15:21:27,11,23760.87,bright
8,23:12:28 15:21:27,9,9851.09,bright
1,23:12:28 15:22:27,10,14930.89,bright
2,23:12:28 15:22:27,11,21874.79,bright
3,23:12:28 15:22:27,12,3508.61,dark
4,23:12:28 15:22:27,13,25946.86,bright
5,23:12:28 15:22:27,14,9152.52,bright
6,23:12:28 15:22:27,12,2685.36,dark
7,23:12:28 15:22:27,11,23499.36,bright
8,23:12:28 15:22:27,9,3432.03,bright
9,23:12:28 15:22:27,13,3562.74,dark
1,23:12:28 15:23:27,10,22811.67,bright
2,23:12:28 15:23:27,11,20295.94,bright
3,23:12:28 15:23:27,12,20999.76,bright
4,23:12:28 15:23:27,13,3667.51,dark
5,23:12:28 15:23:27,14,17378.18,bright
6,23:12:28 15:23:27,12,18525.46,bright
7,23:12:28 15:23:27,11,7998.85,bright
9,23:12:28 15:23:27,13,27951.00,bright
10,23:12:28 15:23:27,8,28547.49,bright
1,23:12:28 15:24:27,10,13590.51,bright
2,23:12:28 15:24:27,11,28899.44,bright
4,23:12:28 15:24:27,13,24549.41,bright
6,23:12:28 15:24:27,12,9295.16,good
7,23:12:28 15:24:27,11,14727.46,bright
8,23:12:28 15:24:27,9,9568.54,bright
9,23:12:28 15:24:27,13,12894.64,good
2,23:12:28 15:25:27,11,20909.62,bright
3,23:12:28 15:25:27,12,773.24,dark
4,23:12:28 15:25:27,13,14451.16,good
5,23:12:28 15:25:27,14,6958.18,bright
7,23:12:28 15:25:27,11,14113.54,bright
8,23:12:28 15:25:27,9,11596.34,bright
9,23:12:28 15:25:27,13,20642.59,bright
10,23:12:28 15:25:27,8,15774.58,bright
1,23:12:28 15:26:27,10,21240.94,bright
3,23:12:28 15:26:27,12,2558.28,dark
5,23:12:28 15:26:27,14,9526.19,bright
6,23:12:28 15:26:27,12,23568.65,bright
8,23:12:28 15:26:27,9,26694.68,bright
9,23:12:28 15:26:27,13,24009.14,bright
10,23:12:28 15:26:27,8,1744.90,bright
1,23:12:28 15:27:27,10,28555.54,bright
2,23:12:28 15:27:27,11,5970.30,bright
4,23:12:28 15:27:27,13,29016.43,bright
5,23:12:28 15:27:27,14,11908.30,bright
6,23:12:28 15:27:27,12,13530.41,bright
8,23:12:28 15:27:27,9,8030.58,bright
9,23:12:28 15:27:27,13,16301.25,good
10,23:12:28 15:27:27,8,2711.54,bright
4,23:12:28 15:28:27,13,21076.21,bright
5,23:12:28 15:28:27,14,10251.56,bright
6,23:12:28 15:28:27,12,25203.00,bright
7,23:12:28 15:28:27,11,14042.52,bright
8,23:12:28 15:28:27,9,8331.09,bright
9,23:12:28 15:28:27,13,29949.14,bright
2,23:12:28 15:29:27,11,25774.42,bright
4,23:12:28 15:29:27,13,18575.89,good
5,23:12:28 15:29:27,14,13594.79,bright
6,23:12:28 15:29:27,12,21602.98,bright
7,23:12:28 15:29:27,11,2685.56,good
8,23:12:28 15:29:27,9,29993.64,bright
10,23:12:28 15:29:27,8,17240.61,bright
1,23:12:28 15:30:27,10,28203.34,bright
3,23:12:28 15:30:27,12,12423.86,bright
4,23:12:28 15:30:27,13,4494.02,dark
5,23:12:28 15:30:27,14,18533.24,bright
6,23:12:28 15:30:27,12,29518.18,bright
7,23:12:28 15:30:27,11,934.96,dark
10,23:12:28 15:30:27,8,17399.10,bright
1,23:12:28 15:31:27,10,9610.88,bright
2,23:12:28 15:31:27,11,21332.38,bright
3,23:12:28 15:31:27,12,11898.57,bright
4,23:12:28 15:31:27,13,21971.08,bright
5,23:12:28 15:31:27,14,4406.11,bright
6,23:12:28 15:31:27,12,7977.05,good
7,23:12:28 15:31:27,11,27162.35,bright
8,23:12:28 15:31:27,9,9721.56,bright
9,23:12:28 15:31:27,13,4153.07,dark
10,23:12:28 15:31:27,8,28594.01,bright
1,23:12:28 15:32:27,10,18414.93,bright
2,23:12:28 15:32:27,11,10216.72,bright
3,23:12:28 15:32:27,12,29808.87,bright
4,23:12:28 15:32:27,13,12839.44,good
7,23:12:28 15:32:27,11,16687.63,bright
1,23:12:28 15:33:27,10,1552.87,good
2,23:12:28 15:33:27,11,21910.59,bright
3,23:12:28 15:33:27,12,10243.76,bright
5,23:12:28 15:33:27,14,17073.95,bright
6,23:12:28 15:33:27,12,19755.33,bright
7,23:12:28 15:33:27,11,18920.97,bright
9,23:12:28 15:33:27,13,1678.50,dark
1,23:12:28 15:34:27,10,29704.70,bright
2,23:12:28 15:34:27,11,20424.71,bright
3,23:12:28 15:34:27,12,4939.65,dark
4,23:12:28 15:34:27,13,19639.79,good
5,23:12:28 15:34:27,14,15197.05,bright
6,23:12:28 15:34:27,12,4970.01,dark
7,23:12:28 15:34:27,11,2150.65,good
8,23:12:28 15:34:27,9,11984.88,bright
9,23:12:28 15:34:27,13,12281.47,good
10,23:12:28 15:34:27,8,11966.09,bright
2,23:12:28 15:35:27,11,21301.64,bright
3,23:12:28 15:35:27,12,9009.26,good
5,23:12:28 15:35:27,14,3323.54,bright
6,23:12:28 15:35:27,12,13984.62,bright
8,23:12:28 15:35:27,9,25307.18,bright
9,23:12:28 15:35:27,13,21144.22,bright
10,23:12:28 15:35:27,8,22017.21,bright
1,23:12:28 15:36:27,10,25450.90,bright
3,23:12:28 15:36:27,12,17560.25,bright
4,23:12:28 15:36:27,13,19158.22,good
6,23:12:28 15:36:27,12,11106.33,bright
8,23:12:28 15:36:27,9,14996.59,bright
10,23:12:28 15:36:27,8,3242.75,bright
1,23:12:28 15:37:27,10,826.97,dark
3,23:12:28 15:37:27,12,9103.15,good
4,23:12:28 15:37:27,13,10903.66,good
5,23:12:28 15:37:27,14,19931.68,bright
7,23:12:28 15:37:27,11,4845.59,good
8,23:12:28 15:37:27,9,13017.26,bright
9,23:12:28 15:37:27,13,7993.37,dark
1,23:12:28 15:38:27,10,937.12,dark
3,23:12:28 15:38:27,12,6594.06,good
7,23:12:28 15:38:27,11,29669.32,bright
8,23:12:28 15:38:27,9,4910.90,bright
9,23:12:28 15:38:27,13,5995.44,dark
1,23:12:28 15:39:27,10,14305.26,bright
2,23:12:28 15:39:27,11,6224.57,bright
3,23:12:28 15:39:27,12,27968.68,bright
4,23:12:28 15:39:27,13,25045.38,bright
5,23:12:28 15:39:27,14,1440.36,bright
7,23:12:28 15:39:27,11,1504.74,dark
8,23:12:28 15:39:27,9,27258.59,bright
9,23:12:28 15:39:27,13,29126.67,bright
10,23:12:28 15:39:27,8,11450.89,bright
1,23:12:28 15:40:27,10,11183.30,bright
2,23:12:28 15:40:27,11,27322.30,bright
3,23:12:28 15:40:27,12,3780.15,dark
4,23:12:28 15:40:27,13,8325.11,dark
6,23:12:28 15:40:27,12,2691.32,dark
7,23:12:28 15:40:27,11,20988.34,bright
9,23:12:28 15:40:27,13,25881.16,bright
10,23:12:28 15:40:27,8,5826.80,bright
1,23:12:28 15:41:27,10,10816.40,bright
2,23:12:28 15:41:27,11,28380.03,bright
3,23:12:28 15:41:27,12,25670.45,bright
4,23:12:28 15:41:27,13,5860.45,dark
6,23:12:28 15:41:27,12,19998.06,bright
7,23:12:28 15:41:27,11,1843.50,dark
9,23:12:28 15:41:27,13,338.47,dark
2,23:12:28 15:42:27,11,769.00,dark
5,23:12:28 15:42:27,14,187.15,bright
6,23:12:28 15:42:27,12,4863.54,dark
7,23:12:28 15:42:27,11,28318.71,bright
8,23:12:28 15:42:27,9,19540.76,bright
2,23:12:28 15:43:27,11,11976.44,bright
3,23:12:28 15:43:27,12,15544.64,bright
4,23:12:28 15:43:27,13,25585.09,bright
6,23:12:28 15:43:27,12,48.04,dark
7,23:12:28 15:43:27,11,24448.93,bright
8,23:12:28 15:43:27,9,7045.15,bright
9,23:12:28 15:43:27,13,24669.41,bright
10,23:12:28 15:43:27,8,25393.07,bright
1,23:12:28 15:44:27,10,25065.34,bright
3,23:12:28 15:44:27,12,19544.78,bright
4,23:12:28 15:44:27,13,5652.42,dark
6,23:12:28 15:44:27,12,26513.45,bright
7,23:12:28 15:44:27,11,6242.71,bright
9,23:12:28 15:44:27,13,25870.96,bright
10,23:12:28 15:44:27,8,20262.58,bright
1,23:12:28 15:45:27,10,26534.04,bright
2,23:12:28 15:45:27,11,12166.91,bright
3,23:12:28 15:45:27,12,16952.33,bright
4,23:12:28 15:45:27,13,27110.78,bright
5,23:12:28 15:45:27,14,26231.31,bright
6,23:12:28 15:45:27,12,9938.61,good
7,23:12:28 15:45:27,11,24823.66,bright
8,23:12:28 15:45:27,9,21644.39,bright
9,23:12:28 15:45:27,13,24188.48,bright
2,23:12:28 15:46:27,11,7322.18,bright
3,23:12:28 15:46:27,12,24955.86,bright
4,23:12:28 15:46:27,13,1496.07,dark
6,23:12:28 15:46:27,12,2544.07,dark
7,23:12:28 15:46:27,11,24552.01,bright
8,23:12:28 15:46:27,9,3786.25,bright
9,23:12:28 15:46:27,13,8752.26,dark
10,23:12:28 15:46:27,8,4632.26,bright
2,23:12:28 15:47:27,11,14472.86,bright
3,23:12:28 15:47:27,12,25656.27,bright
5,23:12:28 15:47:27,14,26993.85,bright
8,23:12:28 15:47:27,9,20154.09,bright
9,23:12:28 15:47:27,13,12113.15,good
10,23:12:28 15:47:27,8,2192.05,bright
1,23:12:28 15:48:27,10,27860.50,bright
3,23:12:28 15:48:27,12,17641.20,bright
5,23:12:28 15:48:27,14,6556.70,bright
6,23:12:28 15:48:27,12,16218.92,bright
7,23:12:28 15:48:27,11,24728.61,bright
9,23:12:28 15:48:27,13,9612.40,dark
1,23:12:28 15:49:27,10,15382.02,bright
2,23:12:28 15:49:27,11,11853.55,bright
4,23:12:28 15:49:27,13,7023.80,dark
5,23:12:28 15:49:27,14,13566.42,bright
7,23:12:28 15:49:27,11,24462.03,bright
8,23:12:28 15:49:27,9,16803.26,bright
9,23:12:28 15:49:27,13,21748.02,bright
10,23:12:28 15:49:27,8,5692.10,bright
1,23:12:28 15:50:27,10,2638.68,bright
2,23:12:28 15:50:27,11,875.57,dark
3,23:12:28 15:50:27,12,4716.73,dark
4,23:12:28 15:50:27,13,23614.88,bright
5,23:12:28 15:50:27,14,4860.10,bright
6,23:12:28 15:50:27,12,18040.33,bright
7,23:12:28 15:50:27,11,19802.01,bright
8,23:12:28 15:50:27,9,13926.44,bright
9,23:12:28 15:50:27,13,7295.37,dark
10,23:12:28 15:50:27,8,18813.50,bright
1,23:12:28 15:51:27,10,13172.71,bright
2,23:12:28 15:51:27,11,19584.55,bright
3,23:12:28 15:51:27,12,5879.93,good
4,23:12:28 15:51:27,13,10706.00,good
5,23:12:28 15:51:27,14,17305.19,bright
6,23:12:28 15:51:27,12,18932.94,bright
8,23:12:28 15:51:27,9,7338.46,bright
9,23:12:28 15:51:27,13,18567.74,good
10,23:12:28 15:51:27,8,11850.86,bright
1,23:12:28 15:52:27,10,16998.29,bright
3,23:12:28 15:52:27,12,22668.03,bright
4,23:12:28 15:52:27,13,5318.70,dark
5,23:12:28 15:52:27,14,7527.53,bright
6,23:12:28 15:52:27,12,3135.27,dark
8,23:12:28 15:52:27,9,16157.48,bright
9,23:12:28 15:52:27,13,2173.37,dark
10,23:12:28 15:52:27,8,8804.35,bright
1,23:12:28 15:53:27,10,8883.50,bright
2,23:12:28 15:53:27,11,6315.21,bright
3,23:12:28 15:53:27,12,19109.30,bright
4,23:12:28 15:53:27,13,10618.74,good
5,23:12:28 15:53:27,14,2468.54,bright
6,23:12:28 15:53:27,12,277.67,dark
7,23:12:28 15:53:27,11,21483.90,bright
8,23:12:28 15:53:27,9,20291.28,bright
9,23:12:28 15:53:27,13,26189.45,bright
10,23:12:28 15:53:27,8,8926.25,bright
1,23:12:28 15:54:27,10,4536.95,bright
2,23:12:28 15:54:27,11,12559.38,bright
3,23:12:28 15:54:27,12,8328.15,good
4,23:12:28 15:54:27,13,24929.59,bright
5,23:12:28 15:54:27,14,17066.81,bright
7,23:12:28 15:54:27,11,23225.90,bright
9,23:12:28 15:54:27,13,461.21,dark
10,23:12:28 15:54:27,8,14068.54,bright
1,23:12:28 15:55:27,10,22879.87,bright
3,23:12:28 15:55:27,12,5108.58,good
4,23:12:28 15:55:27,13,21148.95,bright
5,23:12:28 15:55:27,14,22834.70,bright
6,23:12:28 15:55:27,12,13252.06,bright
7,23:12:28 15:55:27,11,3155.12,good
8,23:12:28 15:55:27,9,29573.51,bright
9,23:12:28 15:55:27,13,11990.76,good
10,23:12:28 15:55:27,8,29738.87,bright
1,23:12:28 15:56:27,10,14457.45,bright
2,23:12:28 15:56:27,11,5302.60,bright
3,23:12:28 15:56:27,12,22364.71,bright
5,23:12:28 15:56:27,14,27786.95,bright
6,23:12:28 15:56:27,12,26001.15,bright
7,23:12:28 15:56:27,11,10467.54,bright
8,23:12:28 15:56:27,9,27628.45,bright
9,23:12:28 15:56:27,13,3791.78,dark
10,23:12:28 15:56:27,8,13314.63,bright
1,23:12:28 15:57:27,10,8521.20,bright
2,23:12:28 15:57:27,11,2522.76,good
3,23:12:28 15:57:27,12,3166.19,dark
4,23:12:28 15:57:27,13,896.29,dark
5,23:12:28 15:57:27,14,11108.40,bright
6,23:12:28 15:57:27,12,1240.06,dark
8,23:12:28 15:57:27,9,14718.30,bright
9,23:12:28 15:57:27,13,27370.60,bright
10,23:12:28 15:57:27,8,21826.55,bright
2,23:12:28 15:58:27,11,6875.30,bright
3,23:12:28 15:58:27,12,11134.42,bright
4,23:12:28 15:58:27,13,23482.90,bright
6,23:12:28 15:58:27,12,18759.42,bright
7,23:12:28 15:58:27,11,3602.16,good
8,23:12:28 15:58:27,9,17859.24,bright
9,23:12:28 15:58:27,13,28520.20,bright
10,23:12:28 15:58:27,8,8687.91,bright
1,23:12:28 15:59:27,10,1990.80,good
2,23:12:28 15:59:27,11,18571.86,bright
3,23:12:28 15:59:27,12,23012.67,bright
4,23:12:28 15:59:27,13,17391.08,good
5,23:12:28 15:59:27,14,20564.91,bright
6,23:12:28 15:59:27,12,6462.62,good
8,23:12:28 15:59:27,9,12630.56,bright
10,23:12:28 15:59:27,8,621.75,good
1,23:12:28 16:00:27,10,18986.39,bright
2,23:12:28 16:00:27,11,24044.02,bright
3,23:12:28 16:00:27,12,27824.17,bright
4,23:12:28 16:00:27,13,19449.67,good
5,23:12:28 16:00:27,14,6660.08,bright
6,23:12:28 16:00:27,12,24458.34,bright
7,23:12:28 16:00:27,11,15985.26,bright
8,23:12:28 16:00:27,9,13416.74,bright
9,23:12:28 16:00:27,13,7150.53,dark
10,23:12:28 16:00:27,8,15751.84,bright
2,23:12:28 16:01:27,11,9773.22,bright
3,23:12:28 16:01:27,12,11206.73,bright
4,23:12:28 16:01:27,13,18791.18,good
5,23:12:28 16:01:27,14,8028.97,bright
6,23:12:28 16:01:27,12,21154.22,bright
7,23:12:28 16:01:27,11,25840.52,bright
9,23:12:28 16:01:27,13,9325.38,dark
1,23:12:28 16:02:27,10,29663.24,bright
2,23:12:28 16:02:27,11,17223.92,bright
3,23:12:28 16:02:27,12,21640.26,bright
4,23:12:28 16:02:27,13,68.71,dark
5,23:12:28 16:02:27,14,28156.51,bright
6,23:12:28 16:02:27,12,20054.83,bright
7,23:12:28 16:02:27,11,25706.24,bright
9,23:12:28 16:02:27,13,12974.24,good
10,23:12:28 16:02:27,8,14072.00,bright
1,23:12:28 16:03:27,10,27987.07,bright
2,23:12:28 16:03:27,11,21306.89,bright
3,23:12:28 16:03:27,12,5743.14,good
4,23:12:28 16:03:27,13,4392.05,dark
5,23:12:28 16:03:27,14,22126.89,bright
6,23:12:28 16:03:27,12,19477.67,bright
7,23:12:28 16:03:27,11,25588.47,bright
8,23:12:28 16:03:27,9,27340.05,bright
9,23:12:28 16:03:27,13,22506.14,bright
10,23:12:28 16:03:27,8,16695.70,bright
1,23:12:28 16:04:27,10,11768.02,bright
2,23:12:28 16:04:27,11,25596.27,bright
4,23:12:28 16:04:27,13,19537.43,good
5,23:12:28 16:04:27,14,22403.09,bright
6,23:12:28 16:04:27,12,18327.79,bright
7,23:12:28 16:04:27,11,22578.82,bright
8,23:12:28 16:04:27,9,16591.46,bright
10,23:12:28 16:04:27,8,19240.41,bright
2,23:12:28 16:05:27,11,13162.51,bright
3,23:12:28 16:05:27,12,9945.04,good
4,23:12:28 16:05:27,13,11691.46,good
5,23:12:28 16:05:27,14,1543.55,bright
6,23:12:28 16:05:27,12,3239.17,dark
7,23:12:28 16:05:27,11,18974.94,bright
8,23:12:28 16:05:27,9,12399.07,bright
9,23:12:28 16:05:27,13,6039.63,dark
10,23:12:28 16:05:27,8,24593.30,bright
1,23:12:28 16:06:27,10,27380.44,bright
2,23:12:28 16:06:27,11,20831.43,bright
3,23:12:28 16:06:27,12,18120.54,bright
4,23:12:28 16:06:27,13,27921.87,bright
5,23:12:28 16:06:27,14,2861.72,bright
6,23:12:28 16:06:27,12,21125.50,bright
7,23:12:28 16:06:27,11,19809.33,bright
8,23:12:28 16:06:27,9,29449.91,bright
9,23:12:28 16:06:27,13,26497.66,bright
10,23:12:28 16:06:27,8,17645.23,bright
1,23:12:28 16:07:27,10,15982.13,bright
5,23:12:28 16:07:27,14,28905.66,bright
6,23:12:28 16:07:27,12,1968.52,dark
7,23:12:28 16:07:27,11,7655.01,bright
8,23:12:28 16:07:27,9,16828.61,bright
9,23:12:28 16:07:27,13,24703.04,bright
10,23:12:28 16:07:27,8,1395.65,bright
1,23:12:28 16:08:27,10,11547.70,bright
4,23:12:28 16:08:27,13,5649.83,dark
5,23:12:28 16:08:27,14,1858.47,bright
6,23:12:28 16:08:27,12,25679.40,bright
8,23:12:28 16:08:27,9,8969.36,bright
9,23:12:28 16:08:27,13,27643.89,bright
10,23:12:28 16:08:27,8,14301.44,bright
1,23:12:28 16:09:27,10,23474.65,bright
2,23:12:28 16:09:27,11,4221.02,good
4,23:12:28 16:09:27,13,1798.45,dark
6,23:12:28 16:09:27,12,11875.66,bright
7,23:12:28 16:09:27,11,26861.11,bright
8,23:12:28 16:09:27,9,10742.28,bright
9,23:12:28 16:09:27,13,20945.20,bright
4,23:12:28 16:10:27,13,17677.88,good
5,23:12:28 16:10:27,14,26302.10,bright
6,23:12:28 16:10:27,12,8530.10,good
8,23:12:28 16:10:27,9,16843.64,bright
10,23:12:28 16:10:27,8,9180.76,bright
2,23:12:28 16:11:27,11,26273.30,bright
5,23:12:28 16:11:27,14,21382.57,bright
6,23:12:28 16:11:27,12,2240.15,dark
7,23:12:28 16:11:27,11,27104.46,bright
8,23:12:28 16:11:27,9,23330.02,bright
1,23:12:28 16:12:27,10,29472.39,bright
2,23:12:28 16:12:27,11,1567.79,dark
4,23:12:28 16:12:27,13,28682.76,bright
5,23:12:28 16:12:27,14,6021.58,bright
6,23:12:28 16:12:27,12,25205.20,bright
7,23:12:28 16:12:27,11,453.74,dark
8,23:12:28 16:12:27,9,836.92,good
9,23:12:28 16:12:27,13,8877.70,dark
10,23:12:28 16:12:27,8,20389.13,bright
1,23:12:28 16:13:27,10,10201.52,bright
2,23:12:28 16:13:27,11,20204.19,bright
3,23:12:28 16:13:27,12,19377.31,bright
4,23:12:28 16:13:27,13,9289.82,dark
5,23:12:28 16:13:27,14,12384.98,bright
7,23:12:28 16:13:27,11,15254.33,bright
8,23:12:28 16:13:27,9,26221.87,bright
9,23:12:28 16:13:27,13,6409.25,dark
10,23:12:28 16:13:27,8,24281.28,bright
2,23:12:28 16:14:27,11,21605.33,bright
3,23:12:28 16:14:27,12,19210.08,bright
4,23:12:28 16:14:27,13,6072.33,dark
5,23:12:28 16:14:27,14,20023.13,bright
6,23:12:28 16:14:27,12,17085.56,bright
7,23:12:28 16:14:27,11,9800.82,bright
9,23:12:28 16:14:27,13,19385.53,good
10,23:12:28 16:14:27,8,278.54,dark
1,23:12:28 16:15:27,10,15111.32,bright
2,23:12:28 16:15:27,11,19866.48,bright
3,23:12:28 16:15:27,12,4740.19,dark
4,23:12:28 16:15:27,13,26023.13,bright
5,23:12:28 16:15:27,14,20448.93,bright
6,23:12:28 16:15:27,12,4974.76,dark
7,23:12:28 16:15:27,11,14143.27,bright
8,23:12:28 16:15:27,9,25908.21,bright
9,23:12:28 16:15:27,13,11645.33,good
3,23:12:28 16:16:27,12,14042.54,bright
5,23:12:28 16:16:27,14,25213.91,bright
6,23:12:28 16:16:27,12,22318.92,bright
7,23:12:28 16:16:27,11,10292.79,bright
8,23:12:28 16:16:27,9,20697.94,bright
9,23:12:28 16:16:27,13,23204.38,bright
10,23:12:28 16:16:27,8,5308.96,bright
2,23:12:28 16:17:27,11,6876.81,bright
3,23:12:28 16:17:27,12,12325.95,bright
5,23:12:28 16:17:27,14,22618.67,bright
6,23:12:28 16:17:27,12,17460.95,bright
7,23:12:28 16:17:27,11,17527.17,bright
8,23:12:28 16:17:27,9,5132.78,bright
9,23:12:28 16:17:27,13,27582.32,bright
10,23:12:28 16:17:27,8,22002.15,bright
1,23:12:28 16:18:27,10,10187.58,bright
2,23:12:28 16:18:27,11,26245.62,bright
3,23:12:28 16:18:27,12,9993.16,good
4,23:12:28 16:18:27,13,12520.85,good
5,23:12:28 16:18:27,14,16381.59,bright
6,23:12:28 16:18:27,12,15463.89,bright
7,23:12:28 16:18:27,11,13784.58,bright
8,23:12:28 16:18:27,9,24906.42,bright
9,23:12:28 16:18:27,13,2561.74,dark
1,23:12:28 16:19:27,10,18297.90,bright
2,23:12:28 16:19:27,11,23697.31,bright
3,23:12:28 16:19:27,12,3517.02,dark
4,23:12:28 16:19:27,13,3594.94,dark
5,23:12:28 16:19:27,14,26541.09,bright
6,23:12:28 16:19:27,12,8411.38,good
8,23:12:28 16:19:27,9,15578.36,bright
10,23:12:28 16:19:27,8,21645.04,bright
1,23:12:28 16:20:27,10,12828.13,bright
4,23:12:28 16:20:27,13,25185.57,bright
5,23:12:28 16:20:27,14,3051.94,bright
6,23:12:28 16:20:27,12,21149.77,bright
8,23:12:28 16:20:27,9,7087.38,bright
9,23:12:28 16:20:27,13,5794.02,dark
1,23:12:28 16:21:27,10,23656.65,bright
2,23:12:28 16:21:27,11,13777.65,bright
3,23:12:28 16:21:27,12,22379.99,bright
4,23:12:28 16:21:27,13,25923.73,bright
5,23:12:28 16:21:27,14,916.88,bright
6,23:12:28 16:21:27,12,8973.98,good
9,23:12:28 16:21:27,13,5639.19,dark
2,23:12:28 16:22:27,11,29452.77,bright
4,23:12:28 16:22:27,13,9021.65,dark
5,23:12:28 16:22:27,14,25804.91,bright
6,23:12:28 16:22:27,12,27425.93,bright
7,23:12:28 16:22:27,11,22522.04,bright
8,23:12:28 16:22:27,9,6780.10,bright
9,23:12:28 16:22:27,13,29095.80,bright
1,23:12:28 16:23:27,10,21651.73,bright
3,23:12:28 16:23:27,12,7593.94,good
4,23:12:28 16:23:27,13,11934.52,good
6,23:12:28 16:23:27,12,24630.71,bright
7,23:12:28 16:23:27,11,4874.58,good
9,23:12:28 16:23:27,13,17180.10,good
10,23:12:28 16:23:27,8,16414.89,bright
1,23:12:28 16:24:27,10,15895.69,bright
2,23:12:28 16:24:27,11,26530.04,bright
3,23:12:28 16:24:27,12,948.21,dark
4,23:12:28 16:24:27,13,12304.70,good
6,23:12:28 16:24:27,12,19000.82,bright
7,23:12:28 16:24:27,11,8631.33,bright
10,23:12:28 16:24:27,8,22321.46,bright
2,23:12:28 16:25:27,11,13497.23,bright
3,23:12:28 16:25:27,12,3188.98,dark
4,23:12:28 16:25:27,13,8402.38,dark
5,23:12:28 16:25:27,14,1562.51,bright
6,23:12:28 16:25:27,12,28546.50,bright
7,23:12:28 16:25:27,11,8222.63,bright
8,23:12:28 16:25:27,9,28375.02,bright
10,23:12:28 16:25:27,8,17057.83,bright
1,23:12:28 16:26:27,10,18944.88,bright
3,23:12:28 16:26:27,12,10198.88,bright
6,23:12:28 16:26:27,12,13664.91,bright
7,23:12:28 16:26:27,11,18183.53,bright
10,23:12:28 16:26:27,8,16442.47,bright
1,23:12:28 16:27:27,10,6513.48,bright
3,23:12:28 16:27:27,12,22946.41,bright
4,23:12:28 16:27:27,13,9840.26,dark
5,23:12:28 16:27:27,14,22665.51,bright
6,23:12:28 16:27:27,12,3940.55,dark
8,23:12:28 16:27:27,9,19453.45,bright
9,23:12:28 16:27:27,13,15200.40,good
