number of outliers: 4469
id,time,value
8,23:12:28 14:23:27,33015.59
1,23:12:28 14:24:27,39522.61
9,23:12:28 14:24:27,34262.74
1,23:12:28 14:25:27,33412.86
7,23:12:28 14:25:27,39337.02
8,23:12:28 14:25:27,30306.03
10,23:12:28 14:25:27,33076.85
2,23:12:28 14:26:27,30905.47
5,23:12:28 14:26:27,39745.81
8,23:12:28 14:26:27,30289.58
2,23:12:28 14:27:27,31169.09
1,23:12:28 14:28:27,32805.43
3,23:12:28 14:28:27,32849.82
4,23:12:28 14:29:27,35340.77
6,23:12:28 14:29:27,31014.12
2,23:12:28 14:30:27,34109.51
4,23:12:28 14:31:27,32285.55
2,23:12:28 14:32:27,31019.17
5,23:12:28 14:32:27,35997.89
9,23:12:28 14:32:27,33617.02
1,23:12:28 14:33:27,33588.19
5,23:12:28 14:33:27,33115.12
8,23:12:28 14:33:27,34098.02
3,23:12:28 14:34:27,39976.47
9,23:12:28 14:34:27,30944.73
4,23:12:28 14:35:27,35937.08
9,23:12:28 14:35:27,31559.90
10,23:12:28 14:35:27,39746.69
7,23:12:28 14:36:27,30094.26
8,23:12:28 14:36:27,38662.12
9,23:12:28 14:36:27,36926.32
10,23:12:28 14:36:27,33421.88
2,23:12:28 14:37:27,39808.52
5,23:12:28 14:37:27,37019.05
9,23:12:28 14:37:27,30599.29
4,23:12:28 14:39:27,32376.94
7,23:12:28 14:39:27,37458.73
1,23:12:28 14:40:27,35936.52
3,23:12:28 14:40:27,35980.68
6,23:12:28 14:40:27,36351.38
10,23:12:28 14:40:27,30214.23
6,23:12:28 14:41:27,31552.73
9,23:12:28 14:41:27,38389.03
1,23:12:28 14:42:27,38160.08
4,23:12:28 14:42:27,35798.93
8,23:12:28 14:42:27,33426.63
3,23:12:28 14:43:27,34821.01
6,23:12:28 14:43:27,34229.96
2,23:12:28 14:44:27,30102.72
6,23:12:28 14:44:27,35227.47
7,23:12:28 14:44:27,35506.82
9,23:12:28 14:44:27,34617.81
10,23:12:28 14:44:27,33387.15
2,23:12:28 14:45:27,38594.86
6,23:12:28 14:46:27,34551.23
8,23:12:28 14:46:27,38417.29
8,23:12:28 14:47:27,31660.76
10,23:12:28 14:47:27,30043.62
4,23:12:28 14:49:27,33420.52
1,23:12:28 14:51:27,34699.30
2,23:12:28 14:51:27,31187.70
3,23:12:28 14:51:27,32163.45
6,23:12:28 14:51:27,38624.49
7,23:12:28 14:51:27,33764.41
9,23:12:28 14:51:27,32496.44
5,23:12:28 14:52:27,33454.95
5,23:12:28 14:53:27,33970.95
10,23:12:28 14:53:27,36846.18
1,23:12:28 14:54:27,36408.10
5,23:12:28 14:54:27,30437.66
8,23:12:28 14:54:27,31638.82
10,23:12:28 14:55:27,37783.20
4,23:12:28 14:56:27,35290.03
10,23:12:28 14:56:27,37327.83
5,23:12:28 14:57:27,37867.63
9,23:12:28 14:57:27,34760.94
10,23:12:28 14:57:27,37559.94
6,23:12:28 14:58:27,38950.06
7,23:12:28 14:58:27,34764.47
3,23:12:28 14:59:27,37137.81
4,23:12:28 14:59:27,39537.75
9,23:12:28 14:59:27,30075.31
2,23:12:28 15:00:27,34007.08
5,23:12:28 15:00:27,35213.98
9,23:12:28 15:00:27,31559.23
1,23:12:28 15:01:27,31642.28
2,23:12:28 15:01:27,32407.82
10,23:12:28 15:01:27,33838.93
6,23:12:28 15:02:27,34311.34
10,23:12:28 15:02:27,31172.04
2,23:12:28 15:04:27,34218.48
6,23:12:28 15:05:27,36005.81
9,23:12:28 15:05:27,38687.54
4,23:12:28 15:06:27,34721.52
6,23:12:28 15:06:27,31557.57
7,23:12:28 15:06:27,31000.74
8,23:12:28 15:06:27,34408.08
1,23:12:28 15:07:27,37479.75
3,23:12:28 15:07:27,34541.26
6,23:12:28 15:07:27,31703.90
7,23:12:28 15:07:27,33951.01
8,23:12:28 15:07:27,39768.44
2,23:12:28 15:08:27,33545.58
3,23:12:28 15:08:27,38802.23
4,23:12:28 15:08:27,38551.08
5,23:12:28 15:08:27,38895.21
9,23:12:28 15:08:27,36911.14
2,23:12:28 15:09:27,35193.53
4,23:12:28 15:09:27,30879.74
7,23:12:28 15:09:27,30646.98
8,23:12:28 15:09:27,34719.38
1,23:12:28 15:10:27,34315.14
2,23:12:28 15:10:27,36228.00
4,23:12:28 15:10:27,38181.04
5,23:12:28 15:10:27,30173.69
7,23:12:28 15:11:27,35113.94
9,23:12:28 15:12:27,35778.45
5,23:12:28 15:13:27,31055.05
7,23:12:28 15:13:27,30208.20
10,23:12:28 15:13:27,32546.91
5,23:12:28 15:14:27,37827.37
9,23:12:28 15:14:27,36029.69
5,23:12:28 15:15:27,39094.75
10,23:12:28 15:15:27,38764.93
4,23:12:28 15:16:27,34026.23
6,23:12:28 15:16:27,33438.43
8,23:12:28 15:16:27,32442.04
10,23:12:28 15:16:27,36570.86
1,23:12:28 15:17:27,35608.29
3,23:12:28 15:17:27,31415.25
2,23:12:28 15:18:27,32858.65
4,23:12:28 15:18:27,36175.78
6,23:12:28 15:18:27,33857.46
10,23:12:28 15:18:27,39074.73
3,23:12:28 15:19:27,34944.50
7,23:12:28 15:19:27,30253.18
2,23:12:28 15:20:27,38077.28
6,23:12:28 15:20:27,34762.99
10,23:12:28 15:20:27,39225.07
6,23:12:28 15:21:27,38951.48
9,23:12:28 15:21:27,35112.32
10,23:12:28 15:21:27,36987.52
10,23:12:28 15:22:27,38032.80
8,23:12:28 15:23:27,31648.02
3,23:12:28 15:24:27,35932.60
5,23:12:28 15:24:27,32673.84
10,23:12:28 15:24:27,30926.09
1,23:12:28 15:25:27,38494.85
6,23:12:28 15:25:27,30492.20
2,23:12:28 15:26:27,32077.27
4,23:12:28 15:26:27,32290.02
7,23:12:28 15:26:27,37049.06
3,23:12:28 15:27:27,34717.77
7,23:12:28 15:27:27,32745.48
1,23:12:28 15:28:27,33586.69
2,23:12:28 15:28:27,34368.25
3,23:12:28 15:28:27,35802.53
10,23:12:28 15:28:27,38281.81
1,23:12:28 15:29:27,38948.20
3,23:12:28 15:29:27,34538.98
9,23:12:28 15:29:27,30923.00
2,23:12:28 15:30:27,32562.91
8,23:12:28 15:30:27,34698.23
9,23:12:28 15:30:27,38143.84
5,23:12:28 15:32:27,36134.86
6,23:12:28 15:32:27,35249.04
8,23:12:28 15:32:27,30684.38
9,23:12:28 15:32:27,34824.87
10,23:12:28 15:32:27,34016.04
4,23:12:28 15:33:27,32913.14
8,23:12:28 15:33:27,31951.61
10,23:12:28 15:33:27,33305.89
1,23:12:28 15:35:27,36653.40
4,23:12:28 15:35:27,36487.67
7,23:12:28 15:35:27,33955.34
2,23:12:28 15:36:27,34456.55
5,23:12:28 15:36:27,36730.08
7,23:12:28 15:36:27,30943.72
9,23:12:28 15:36:27,39526.46
2,23:12:28 15:37:27,30599.81
6,23:12:28 15:37:27,37692.90
10,23:12:28 15:37:27,37431.26
2,23:12:28 15:38:27,31420.19
4,23:12:28 15:38:27,37984.81
5,23:12:28 15:38:27,35888.88
6,23:12:28 15:38:27,33185.57
10,23:12:28 15:38:27,38095.89
6,23:12:28 15:39:27,36277.59
5,23:12:28 15:40:27,36183.75
8,23:12:28 15:40:27,33295.40
5,23:12:28 15:41:27,33405.98
8,23:12:28 15:41:27,31635.78
10,23:12:28 15:41:27,36885.11
1,23:12:28 15:42:27,33978.89
3,23:12:28 15:42:27,32759.13
4,23:12:28 15:42:27,34050.09
9,23:12:28 15:42:27,37997.79
10,23:12:28 15:42:27,37499.87
1,23:12:28 15:43:27,39846.79
5,23:12:28 15:43:27,37704.44
2,23:12:28 15:44:27,36191.48
5,23:12:28 15:44:27,33726.51
8,23:12:28 15:44:27,31370.10
10,23:12:28 15:45:27,38817.92
1,23:12:28 15:46:27,38118.26
5,23:12:28 15:46:27,35363.31
1,23:12:28 15:47:27,33927.53
4,23:12:28 15:47:27,37826.38
6,23:12:28 15:47:27,33935.89
7,23:12:28 15:47:27,31707.48
2,23:12:28 15:48:27,37521.67
4,23:12:28 15:48:27,37880.29
8,23:12:28 15:48:27,35208.17
10,23:12:28 15:48:27,33169.10
3,23:12:28 15:49:27,35062.46
6,23:12:28 15:49:27,32972.25
7,23:12:28 15:51:27,38124.97
2,23:12:28 15:52:27,35212.60
7,23:12:28 15:52:27,37090.81
6,23:12:28 15:54:27,31494.29
8,23:12:28 15:54:27,32987.02
2,23:12:28 15:55:27,39787.04
4,23:12:28 15:56:27,35714.60
7,23:12:28 15:57:27,33265.05
1,23:12:28 15:58:27,38282.93
5,23:12:28 15:58:27,38169.34
7,23:12:28 15:59:27,33236.03
9,23:12:28 15:59:27,34348.84
1,23:12:28 16:01:27,39542.25
8,23:12:28 16:01:27,32360.78
10,23:12:28 16:01:27,31403.48
8,23:12:28 16:02:27,35153.29
3,23:12:28 16:04:27,31065.40
9,23:12:28 16:04:27,37368.17
1,23:12:28 16:05:27,37551.30
2,23:12:28 16:07:27,35359.04
3,23:12:28 16:07:27,37879.00
4,23:12:28 16:07:27,38877.70
2,23:12:28 16:08:27,34060.86
3,23:12:28 16:08:27,33539.86
7,23:12:28 16:08:27,35387.39
3,23:12:28 16:09:27,34892.46
5,23:12:28 16:09:27,30930.62
10,23:12:28 16:09:27,35873.05
1,23:12:28 16:10:27,39208.44
2,23:12:28 16:10:27,33459.17
3,23:12:28 16:10:27,35293.83
7,23:12:28 16:10:27,39980.11
9,23:12:28 16:10:27,39128.53
1,23:12:28 16:11:27,35627.65
3,23:12:28 16:11:27,32962.55
4,23:12:28 16:11:27,37123.77
9,23:12:28 16:11:27,38583.51
10,23:12:28 16:11:27,31001.62
3,23:12:28 16:12:27,32166.26
6,23:12:28 16:13:27,30446.18
1,23:12:28 16:14:27,33372.69
8,23:12:28 16:14:27,35972.84
10,23:12:28 16:15:27,36943.64
1,23:12:28 16:16:27,32759.94
2,23:12:28 16:16:27,38546.81
4,23:12:28 16:16:27,30349.57
1,23:12:28 16:17:27,36275.24
4,23:12:28 16:17:27,35909.58
10,23:12:28 16:18:27,34509.02
7,23:12:28 16:19:27,36677.35
9,23:12:28 16:19:27,32595.85
2,23:12:28 16:20:27,37389.94
3,23:12:28 16:20:27,36852.56
7,23:12:28 16:20:27,30903.95
10,23:12:28 16:20:27,37487.24
7,23:12:28 16:21:27,34254.84
8,23:12:28 16:21:27,31888.65
10,23:12:28 16:21:27,32483.87
1,23:12:28 16:22:27,34101.48
3,23:12:28 16:22:27,31051.69
10,23:12:28 16:22:27,32035.06
2,23:12:28 16:23:27,39788.28
5,23:12:28 16:23:27,35328.54
8,23:12:28 16:23:27,36220.90
5,23:12:28 16:24:27,32550.23
8,23:12:28 16:24:27,35626.09
9,23:12:28 16:24:27,31721.76
1,23:12:28 16:25:27,37751.76
9,23:12:28 16:25:27,35999.04
2,23:12:28 16:26:27,38179.65
4,23:12:28 16:26:27,34188.84
5,23:12:28 16:26:27,31445.94
8,23:12:28 16:26:27,30051.17
9,23:12:28 16:26:27,37047.92
2,23:12:28 16:27:27,37673.67
7,23:12:28 16:27:27,33501.69
10,23:12:28 16:27:27,31295.89
9,23:12:28 16:29:27,37918.41
10,23:12:28 16:29:27,31612.33
1,23:12:28 16:30:27,39924.80
3,23:12:28 16:30:27,32101.16
5,23:12:28 16:30:27,31452.56
3,23:12:28 16:31:27,33922.73
4,23:12:28 16:31:27,37502.90
8,23:12:28 16:31:27,36235.35
2,23:12:28 16:32:27,38322.64
6,23:12:28 16:32:27,39609.03
7,23:12:28 16:32:27,38557.39
8,23:12:28 16:32:27,30039.37
2,23:12:28 16:33:27,35338.23
4,23:12:28 16:33:27,35056.52
10,23:12:28 16:33:27,38701.16
5,23:12:28 16:34:27,35609.97
2,23:12:28 16:35:27,31635.60
4,23:12:28 16:35:27,37457.30
5,23:12:28 16:35:27,34429.56
7,23:12:28 16:35:27,32295.70
3,23:12:28 16:36:27,31758.73
6,23:12:28 16:36:27,35910.81
1,23:12:28 16:37:27,38035.19
9,23:12:28 16:37:27,37138.31
2,23:12:28 16:38:27,36534.55
8,23:12:28 16:38:27,34810.10
3,23:12:28 16:39:27,30279.10
4,23:12:28 16:39:27,33779.46
9,23:12:28 16:39:27,38032.54
4,23:12:28 16:40:27,34808.91
8,23:12:28 16:40:27,35541.55
9,23:12:28 16:40:27,34351.56
3,23:12:28 16:41:27,39271.81
4,23:12:28 16:41:27,39021.26
3,23:12:28 16:42:27,36318.39
6,23:12:28 16:42:27,38870.31
6,23:12:28 16:43:27,37544.10
1,23:12:28 16:44:27,37690.08
5,23:12:28 16:44:27,38452.85
6,23:12:28 16:44:27,33453.83
7,23:12:28 16:44:27,31315.73
10,23:12:28 16:44:27,37370.28
4,23:12:28 16:45:27,34374.88
7,23:12:28 16:45:27,35814.45
1,23:12:28 16:46:27,31995.73
5,23:12:28 16:46:27,34687.69
6,23:12:28 16:46:27,37477.12
9,23:12:28 16:46:27,31338.50
5,23:12:28 16:47:27,30017.82
9,23:12:28 16:47:27,30529.11
2,23:12:28 16:48:27,37663.61
5,23:12:28 16:48:27,35211.45
3,23:12:28 16:49:27,37998.53
6,23:12:28 16:49:27,33124.09
7,23:12:28 16:49:27,38630.75
3,23:12:28 16:50:27,31698.49
5,23:12:28 16:50:27,30826.72
9,23:12:28 16:50:27,33826.33
7,23:12:28 16:51:27,37971.34
6,23:12:28 16:52:27,38404.51
7,23:12:28 16:52:27,30428.67
3,23:12:28 16:53:27,31059.94
5,23:12:28 16:53:27,34463.44
2,23:12:28 16:55:27,34068.27
4,23:12:28 16:55:27,31355.30
5,23:12:28 16:56:27,39608.23
8,23:12:28 16:56:27,37015.47
10,23:12:28 16:56:27,33946.02
3,23:12:28 16:58:27,35030.35
5,23:12:28 16:58:27,33012.39
8,23:12:28 16:58:27,36735.90
10,23:12:28 16:58:27,32501.52
1,23:12:28 16:59:27,36573.40
3,23:12:28 16:59:27,36295.18
6,23:12:28 16:59:27,34147.82
2,23:12:28 17:00:27,37801.73
9,23:12:28 17:00:27,32554.07
10,23:12:28 17:00:27,39554.77
3,23:12:28 17:01:27,35413.12
4,23:12:28 17:01:27,39343.49
6,23:12:28 17:01:27,36724.93
7,23:12:28 17:01:27,30947.08
9,23:12:28 17:01:27,39218.87
2,23:12:28 17:02:27,31651.75
10,23:12:28 17:03:27,35910.26
3,23:12:28 17:04:27,30783.88
6,23:12:28 17:04:27,32894.79
4,23:12:28 17:05:27,39521.43
8,23:12:28 17:05:27,37600.90
1,23:12:28 17:06:27,33709.44
6,23:12:28 17:06:27,37886.97
8,23:12:28 17:06:27,32828.53
10,23:12:28 17:06:27,35787.81
8,23:12:28 17:07:27,36343.94
10,23:12:28 17:07:27,35254.85
4,23:12:28 17:08:27,37143.93
7,23:12:28 17:08:27,38834.19
9,23:12:28 17:08:27,30510.40
1,23:12:28 17:09:27,33241.05
5,23:12:28 17:09:27,36134.91
9,23:12:28 17:09:27,37838.86
1,23:12:28 17:10:27,34971.26
3,23:12:28 17:10:27,34406.03
1,23:12:28 17:12:27,31520.29
10,23:12:28 17:12:27,39449.51
2,23:12:28 17:13:27,31289.45
3,23:12:28 17:13:27,39665.28
6,23:12:28 17:13:27,35582.36
5,23:12:28 17:15:27,36459.04
7,23:12:28 17:15:27,35972.98
8,23:12:28 17:15:27,34697.14
10,23:12:28 17:15:27,37529.72
3,23:12:28 17:16:27,33773.61
6,23:12:28 17:16:27,34578.13
8,23:12:28 17:16:27,34202.44
1,23:12:28 17:18:27,33937.89
6,23:12:28 17:18:27,38722.01
8,23:12:28 17:18:27,31171.32
6,23:12:28 17:19:27,35282.87
9,23:12:28 17:19:27,38528.69
10,23:12:28 17:19:27,36665.61
2,23:12:28 17:20:27,34998.64
6,23:12:28 17:21:27,30782.14
8,23:12:28 17:22:27,39913.98
9,23:12:28 17:22:27,33534.95
1,23:12:28 17:23:27,33293.95
8,23:12:28 17:23:27,33885.09
10,23:12:28 17:24:27,34582.52
2,23:12:28 17:25:27,32017.69
4,23:12:28 17:25:27,31303.98
9,23:12:28 17:25:27,34693.92
10,23:12:28 17:25:27,32731.10
9,23:12:28 17:26:27,31850.25
3,23:12:28 17:27:27,35602.90
5,23:12:28 17:27:27,35137.80
9,23:12:28 17:27:27,37408.06
10,23:12:28 17:27:27,31845.11
2,23:12:28 17:28:27,38757.28
6,23:12:28 17:28:27,32571.43
4,23:12:28 17:29:27,38709.58
6,23:12:28 17:29:27,36172.59
7,23:12:28 17:29:27,38307.13
2,23:12:28 17:30:27,39065.77
3,23:12:28 17:30:27,33087.60
7,23:12:28 17:30:27,37783.07
8,23:12:28 17:30:27,33676.38
9,23:12:28 17:30:27,35054.39
2,23:12:28 17:31:27,33996.02
5,23:12:28 17:31:27,38014.72
8,23:12:28 17:31:27,30514.30
1,23:12:28 17:32:27,31442.36
10,23:12:28 17:32:27,35009.51
8,23:12:28 17:34:27,36351.45
9,23:12:28 17:35:27,33680.50
4,23:12:28 17:36:27,35341.14
5,23:12:28 17:36:27,35491.67
6,23:12:28 17:36:27,38104.61
3,23:12:28 17:37:27,36488.76
4,23:12:28 17:37:27,38271.18
8,23:12:28 17:37:27,31541.21
10,23:12:28 17:37:27,31441.52
6,23:12:28 17:38:27,30674.98
7,23:12:28 17:38:27,34021.87
9,23:12:28 17:38:27,35508.78
10,23:12:28 17:38:27,31859.47
9,23:12:28 17:40:27,35945.38
5,23:12:28 17:41:27,32367.84
9,23:12:28 17:41:27,30080.49
7,23:12:28 17:42:27,38950.73
4,23:12:28 17:43:27,30855.49
6,23:12:28 17:43:27,35344.50
8,23:12:28 17:43:27,31213.05
1,23:12:28 17:44:27,36275.80
8,23:12:28 17:44:27,37420.59
9,23:12:28 17:44:27,30703.18
2,23:12:28 17:45:27,37462.81
6,23:12:28 17:45:27,37191.57
1,23:12:28 17:46:27,39179.35
2,23:12:28 17:46:27,34697.99
5,23:12:28 17:46:27,36442.93
4,23:12:28 17:47:27,31627.83
1,23:12:28 17:48:27,32540.60
2,23:12:28 17:48:27,32975.24
5,23:12:28 17:48:27,38700.31
6,23:12:28 17:49:27,35877.94
8,23:12:28 17:51:27,38450.49
4,23:12:28 17:52:27,31059.69
5,23:12:28 17:52:27,31330.86
6,23:12:28 17:52:27,32046.07
5,23:12:28 17:53:27,33893.37
8,23:12:28 17:53:27,39760.46
1,23:12:28 17:55:27,37909.61
3,23:12:28 17:55:27,35888.86
8,23:12:28 17:55:27,36887.84
1,23:12:28 17:56:27,35300.45
5,23:12:28 17:56:27,37130.45
6,23:12:28 17:57:27,34735.72
6,23:12:28 17:58:27,32796.64
8,23:12:28 17:58:27,38901.24
3,23:12:28 17:59:27,39283.32
9,23:12:28 17:59:27,34293.26
10,23:12:28 17:59:27,39823.68
6,23:12:28 18:00:27,35465.94
1,23:12:28 18:01:27,39927.15
2,23:12:28 18:01:27,36832.92
3,23:12:28 18:01:27,31588.22
5,23:12:28 18:01:27,37036.74
10,23:12:28 18:01:27,34674.30
4,23:12:28 18:02:27,30761.36
6,23:12:28 18:02:27,39904.96
1,23:12:28 18:03:27,32329.08
2,23:12:28 18:03:27,36984.11
10,23:12:28 18:03:27,39505.29
1,23:12:28 18:04:27,39097.52
3,23:12:28 18:04:27,34062.63
7,23:12:28 18:04:27,32305.06
1,23:12:28 18:05:27,39075.77
10,23:12:28 18:05:27,32916.48
3,23:12:28 18:06:27,39034.73
4,23:12:28 18:06:27,32263.76
7,23:12:28 18:06:27,35463.31
9,23:12:28 18:06:27,34902.99
10,23:12:28 18:07:27,30565.53
2,23:12:28 18:08:27,33374.46
6,23:12:28 18:08:27,34631.99
10,23:12:28 18:08:27,30077.75
5,23:12:28 18:09:27,34897.10
7,23:12:28 18:09:27,33276.98
10,23:12:28 18:10:27,30657.69
3,23:12:28 18:11:27,38593.31
7,23:12:28 18:11:27,36585.90
9,23:12:28 18:11:27,37408.70
10,23:12:28 18:11:27,37265.88
2,23:12:28 18:12:27,33541.95
6,23:12:28 18:12:27,31488.84
3,23:12:28 18:13:27,36134.30
5,23:12:28 18:13:27,31329.81
10,23:12:28 18:13:27,33471.25
10,23:12:28 18:14:27,37518.54
4,23:12:28 18:15:27,38821.96
6,23:12:28 18:15:27,34482.09
8,23:12:28 18:15:27,32706.24
8,23:12:28 18:16:27,35119.76
9,23:12:28 18:16:27,33209.18
10,23:12:28 18:16:27,34180.53
6,23:12:28 18:17:27,36667.66
7,23:12:28 18:17:27,30786.52
8,23:12:28 18:17:27,34085.01
3,23:12:28 18:18:27,31817.27
5,23:12:28 18:18:27,38933.45
3,23:12:28 18:19:27,31004.33
4,23:12:28 18:19:27,31406.37
9,23:12:28 18:19:27,35623.32
3,23:12:28 18:20:27,31260.54
4,23:12:28 18:20:27,37355.93
8,23:12:28 18:20:27,33096.41
5,23:12:28 18:21:27,34145.23
7,23:12:28 18:21:27,35098.75
8,23:12:28 18:21:27,32474.21
1,23:12:28 18:22:27,34062.02
10,23:12:28 18:22:27,33908.81
1,23:12:28 18:23:27,36871.73
3,23:12:28 18:23:27,36631.31
4,23:12:28 18:23:27,31226.33
5,23:12:28 18:23:27,39927.31
6,23:12:28 18:23:27,37853.38
3,23:12:28 18:24:27,38887.34
4,23:12:28 18:24:27,38746.75
8,23:12:28 18:24:27,34670.43
9,23:12:28 18:24:27,39239.45
6,23:12:28 18:25:27,30882.39
9,23:12:28 18:25:27,35828.91
5,23:12:28 18:26:27,37453.01
3,23:12:28 18:28:27,33190.44
4,23:12:28 18:28:27,33543.74
3,23:12:28 18:29:27,39800.36
5,23:12:28 18:29:27,36376.40
10,23:12:28 18:29:27,34671.10
1,23:12:28 18:30:27,32587.11
3,23:12:28 18:30:27,30474.25
2,23:12:28 18:31:27,31021.66
5,23:12:28 18:31:27,37058.03
6,23:12:28 18:31:27,30264.67
7,23:12:28 18:31:27,36380.38
8,23:12:28 18:31:27,36515.65
4,23:12:28 18:32:27,33577.61
7,23:12:28 18:32:27,37328.79
8,23:12:28 18:32:27,37225.82
10,23:12:28 18:32:27,37675.14
1,23:12:28 18:33:27,34497.48
2,23:12:28 18:33:27,36700.78
5,23:12:28 18:33:27,34385.63
3,23:12:28 18:34:27,33282.10
5,23:12:28 18:34:27,36575.25
10,23:12:28 18:34:27,34545.83
1,23:12:28 18:35:27,38239.54
4,23:12:28 18:35:27,34343.87
6,23:12:28 18:35:27,38946.89
10,23:12:28 18:35:27,38903.61
2,23:12:28 18:36:27,39835.55
4,23:12:28 18:37:27,33693.01
5,23:12:28 18:38:27,30061.76
9,23:12:28 18:38:27,36559.23
10,23:12:28 18:38:27,34684.51
2,23:12:28 18:39:27,39048.67
9,23:12:28 18:39:27,30734.28
1,23:12:28 18:40:27,38056.62
2,23:12:28 18:40:27,38583.50
4,23:12:28 18:40:27,30368.72
7,23:12:28 18:40:27,34250.83
8,23:12:28 18:40:27,32476.06
10,23:12:28 18:40:27,39146.59
2,23:12:28 18:41:27,31191.63
3,23:12:28 18:41:27,30377.54
1,23:12:28 18:42:27,31313.98
2,23:12:28 18:43:27,31586.28
4,23:12:28 18:43:27,32870.70
7,23:12:28 18:43:27,34184.85
7,23:12:28 18:44:27,34928.63
9,23:12:28 18:44:27,35836.83
6,23:12:28 18:47:27,37213.63
7,23:12:28 18:47:27,39947.60
8,23:12:28 18:47:27,33987.10
1,23:12:28 18:48:27,36466.52
4,23:12:28 18:48:27,34961.89
9,23:12:28 18:48:27,30157.55
5,23:12:28 18:49:27,39666.23
9,23:12:28 18:49:27,36652.99
10,23:12:28 18:49:27,33382.79
2,23:12:28 18:50:27,32330.82
3,23:12:28 18:50:27,32517.63
9,23:12:28 18:50:27,34756.17
2,23:12:28 18:52:27,36777.58
3,23:12:28 18:52:27,35591.13
7,23:12:28 18:52:27,34097.20
2,23:12:28 18:53:27,32943.60
7,23:12:28 18:53:27,30393.22
2,23:12:28 18:54:27,37832.36
10,23:12:28 18:54:27,33304.02
2,23:12:28 18:55:27,39659.72
3,23:12:28 18:55:27,33893.34
4,23:12:28 18:55:27,35282.31
5,23:12:28 18:55:27,33955.94
2,23:12:28 18:56:27,32846.79
3,23:12:28 18:56:27,37575.41
10,23:12:28 18:56:27,38279.56
2,23:12:28 18:58:27,31412.48
4,23:12:28 18:59:27,34728.94
7,23:12:28 18:59:27,30947.40
8,23:12:28 18:59:27,32953.93
10,23:12:28 18:59:27,32658.36
1,23:12:28 19:00:27,30185.64
9,23:12:28 19:00:27,31081.47
2,23:12:28 19:02:27,37791.09
8,23:12:28 19:03:27,39075.16
10,23:12:28 19:03:27,37144.21
4,23:12:28 19:04:27,34407.59
7,23:12:28 19:04:27,39475.37
7,23:12:28 19:05:27,34052.05
8,23:12:28 19:05:27,31615.53
8,23:12:28 19:06:27,38273.75
9,23:12:28 19:06:27,33799.14
4,23:12:28 19:07:27,32077.30
8,23:12:28 19:07:27,33470.70
10,23:12:28 19:07:27,38913.57
1,23:12:28 19:08:27,33168.67
7,23:12:28 19:08:27,33095.64
8,23:12:28 19:08:27,39332.69
3,23:12:28 19:09:27,38937.58
6,23:12:28 19:09:27,31744.60
8,23:12:28 19:09:27,34521.01
9,23:12:28 19:09:27,37160.66
3,23:12:28 19:11:27,33669.19
4,23:12:28 19:11:27,31800.66
5,23:12:28 19:11:27,33792.26
2,23:12:28 19:12:27,30867.24
2,23:12:28 19:13:27,34620.88
5,23:12:28 19:13:27,30364.22
3,23:12:28 19:14:27,34494.48
7,23:12:28 19:14:27,36374.38
1,23:12:28 19:15:27,38667.97
1,23:12:28 19:16:27,30218.18
2,23:12:28 19:16:27,39782.52
3,23:12:28 19:16:27,36366.31
5,23:12:28 19:16:27,30588.95
6,23:12:28 19:16:27,36127.57
7,23:12:28 19:16:27,38176.14
8,23:12:28 19:16:27,37200.07
10,23:12:28 19:17:27,34636.74
4,23:12:28 19:18:27,32671.23
8,23:12:28 19:18:27,30290.19
3,23:12:28 19:19:27,38330.13
10,23:12:28 19:19:27,33633.01
2,23:12:28 19:20:27,32448.74
7,23:12:28 19:20:27,31061.70
9,23:12:28 19:20:27,36879.13
1,23:12:28 19:21:27,34418.30
6,23:12:28 19:21:27,34584.79
7,23:12:28 19:21:27,30657.40
8,23:12:28 19:21:27,37836.01
2,23:12:28 19:24:27,33233.58
7,23:12:28 19:24:27,37303.21
8,23:12:28 19:24:27,32914.12
1,23:12:28 19:25:27,37067.38
3,23:12:28 19:25:27,36011.35
8,23:12:28 19:25:27,30086.87
10,23:12:28 19:25:27,30342.77
1,23:12:28 19:26:27,37637.66
6,23:12:28 19:26:27,39722.98
7,23:12:28 19:26:27,33113.00
9,23:12:28 19:26:27,33143.44
3,23:12:28 19:27:27,30478.75
5,23:12:28 19:27:27,32358.91
1,23:12:28 19:29:27,31176.49
1,23:12:28 19:30:27,37894.79
7,23:12:28 19:30:27,35442.23
8,23:12:28 19:30:27,39562.16
5,23:12:28 19:31:27,32401.57
6,23:12:28 19:31:27,35725.24
7,23:12:28 19:31:27,39813.72
1,23:12:28 19:32:27,35302.70
4,23:12:28 19:32:27,35949.10
6,23:12:28 19:32:27,30203.56
8,23:12:28 19:32:27,39484.52
1,23:12:28 19:33:27,39009.24
3,23:12:28 19:33:27,37358.67
4,23:12:28 19:33:27,33318.39
6,23:12:28 19:34:27,32928.22
8,23:12:28 19:34:27,39594.53
9,23:12:28 19:34:27,30419.18
10,23:12:28 19:34:27,30417.89
2,23:12:28 19:35:27,31632.98
3,23:12:28 19:36:27,34870.63
1,23:12:28 19:37:27,32614.96
2,23:12:28 19:37:27,34435.47
8,23:12:28 19:37:27,31630.28
10,23:12:28 19:37:27,36597.09
5,23:12:28 19:38:27,39800.01
7,23:12:28 19:38:27,35097.19
1,23:12:28 19:39:27,32038.16
3,23:12:28 19:39:27,32824.03
6,23:12:28 19:39:27,36653.08
7,23:12:28 19:39:27,30256.76
