id,time,value
9,23:12:28 13:14:27,9564.77
10,23:12:28 13:14:27,13775.11
1,23:12:28 13:15:27,4150.81
2,23:12:28 13:15:27,27987.43
3,23:12:28 13:15:27,10148.74
4,23:12:28 13:15:27,4059.18
5,23:12:28 13:15:27,2613.05
6,23:12:28 13:15:27,15361.32
7,23:12:28 13:15:27,16778.93
8,23:12:28 13:15:27,4628.68
9,23:12:28 13:15:27,23905.46
10,23:12:28 13:15:27,28544.28
1,23:12:28 13:16:27,22376.11
2,23:12:28 13:16:27,31187.08
3,23:12:28 13:16:27,27575.49
4,23:12:28 13:16:27,12923.29
5,23:12:28 13:16:27,28312.60
6,23:12:28 13:16:27,6332.24
7,23:12:28 13:16:27,32041.55
8,23:12:28 13:16:27,23854.21
9,23:12:28 13:16:27,1940.06
10,23:12:28 13:16:27,11194.59
1,23:12:28 13:17:27,5606.54
2,23:12:28 13:17:27,14913.56
3,23:12:28 13:17:27,32494.55
4,23:12:28 13:17:27,8542.26
5,23:12:28 13:17:27,17648.36
6,23:12:28 13:17:27,4789.46
7,23:12:28 13:17:27,21302.56
8,23:12:28 13:17:27,27848.64
9,23:12:28 13:17:27,16482.10
10,23:12:28 13:17:27,27631.58
1,23:12:28 13:18:27,3167.10
2,23:12:28 13:18:27,13953.33
3,23:12:28 13:18:27,15788.70
4,23:12:28 13:18:27,2535.76
5,23:12:28 13:18:27,21543.51
6,23:12:28 13:18:27,13019.47
7,23:12:28 13:18:27,13153.26
8,23:12:28 13:18:27,27253.22
9,23:12:28 13:18:27,31128.64
10,23:12:28 13:18:27,28307.16
1,23:12:28 13:19:27,732.37
2,23:12:28 13:19:27,34082.48
3,23:12:28 13:19:27,18103.07
4,23:12:28 13:19:27,29767.95
5,23:12:28 13:19:27,34801.13
6,23:12:28 13:19:27,27063.92
7,23:12:28 13:19:27,37360.98
8,23:12:28 13:19:27,36041.51
9,23:12:28 13:19:27,19989.06
10,23:12:28 13:19:27,39578.46
1,23:12:28 13:20:27,28277.16
2,23:12:28 13:20:27,28707.75
3,23:12:28 13:20:27,32902.74
4,23:12:28 13:20:27,4880.97
5,23:12:28 13:20:27,24486.27
6,23:12:28 13:20:27,25413.11
7,23:12:28 13:20:27,32501.60
8,23:12:28 13:20:27,9976.91
9,23:12:28 13:20:27,21956.36
10,23:12:28 13:20:27,24559.99
1,23:12:28 13:21:27,32949.18
2,23:12:28 13:21:27,15208.87
3,23:12:28 13:21:27,19825.04
4,23:12:28 13:21:27,15512.05
5,23:12:28 13:21:27,18212.60
6,23:12:28 13:21:27,33976.04
7,23:12:28 13:21:27,4301.62
8,23:12:28 13:21:27,5242.83
9,23:12:28 13:21:27,22394.91
10,23:12:28 13:21:27,27348.72
1,23:12:28 13:22:27,27158.89
2,23:12:28 13:22:27,24358.09
3,23:12:28 13:22:27,24845.08
4,23:12:28 13:22:27,7862.08
5,23:12:28 13:22:27,13324.36
6,23:12:28 13:22:27,37272.78
7,23:12:28 13:22:27,23379.10
8,23:12:28 13:22:27,14191.75
9,23:12:28 13:22:27,25584.90
10,23:12:28 13:22:27,30646.81
1,23:12:28 13:23:27,10132.53
2,23:12:28 13:23:27,16063.94
3,23:12:28 13:23:27,97.42
4,23:12:28 13:23:27,5586.84
5,23:12:28 13:23:27,8021.98
6,23:12:28 13:23:27,39727.67
7,23:12:28 13:23:27,36776.79
8,23:12:28 13:23:27,7887.29
9,23:12:28 13:23:27,30427.03
10,23:12:28 13:23:27,36854.21
1,23:12:28 13:24:27,39844.20
2,23:12:28 13:24:27,38884.97
3,23:12:28 13:24:27,17697.45
4,23:12:28 13:24:27,33583.62
5,23:12:28 13:24:27,34192.63
6,23:12:28 13:24:27,30427.40
7,23:12:28 13:24:27,19647.87
8,23:12:28 13:24:27,643.32
9,23:12:28 13:24:27,11080.15
10,23:12:28 13:24:27,19847.86
1,23:12:28 13:25:27,16798.23
2,23:12:28 13:25:27,35525.48
3,23:12:28 13:25:27,22322.66
4,23:12:28 13:25:27,17595.14
5,23:12:28 13:25:27,25792.98
6,23:12:28 13:25:27,6475.03
7,23:12:28 13:25:27,17444.54
8,23:12:28 13:25:27,38876.00
9,23:12:28 13:25:27,7653.22
10,23:12:28 13:25:27,14545.80
1,23:12:28 13:26:27,39136.16
2,23:12:28 13:26:27,23791.96
3,23:12:28 13:26:27,18227.51
4,23:12:28 13:26:27,24221.15
5,23:12:28 13:26:27,25998.86
6,23:12:28 13:26:27,31728.89
7,23:12:28 13:26:27,31037.78
8,23:12:28 13:26:27,28353.01
9,23:12:28 13:26:27,6333.29
10,23:12:28 13:26:27,25171.48
1,23:12:28 13:27:27,12092.42
2,23:12:28 13:27:27,19421.32
3,23:12:28 13:27:27,28016.23
4,23:12:28 13:27:27,32295.24
5,23:12:28 13:27:27,2917.41
6,23:12:28 13:27:27,29580.48
7,23:12:28 13:27:27,2766.43
8,23:12:28 13:27:27,12612.77
9,23:12:28 13:27:27,21892.51
10,23:12:28 13:27:27,19596.18
1,23:12:28 13:28:27,11473.36
2,23:12:28 13:28:27,13285.12
3,23:12:28 13:28:27,18021.57
4,23:12:28 13:28:27,35167.00
5,23:12:28 13:28:27,6833.44
6,23:12:28 13:28:27,32834.04
7,23:12:28 13:28:27,29446.99
8,23:12:28 13:28:27,38541.45
9,23:12:28 13:28:27,3924.67
10,23:12:28 13:28:27,31922.96
1,23:12:28 13:29:27,13762.81
2,23:12:28 13:29:27,8553.11
3,23:12:28 13:29:27,36912.76
4,23:12:28 13:29:27,37185.10
5,23:12:28 13:29:27,776.06
6,23:12:28 13:29:27,20375.40
7,23:12:28 13:29:27,11620.60
8,23:12:28 13:29:27,16697.51
9,23:12:28 13:29:27,8579.35
10,23:12:28 13:29:27,3286.86
1,23:12:28 13:30:27,16328.83
2,23:12:28 13:30:27,36337.14
3,23:12:28 13:30:27,3815.11
4,23:12:28 13:30:27,6897.43
5,23:12:28 13:30:27,18556.66
6,23:12:28 13:30:27,27487.04
7,23:12:28 13:30:27,341.41
8,23:12:28 13:30:27,3391.40
9,23:12:28 13:30:27,38479.26
10,23:12:28 13:30:27,11785.80
1,23:12:28 13:31:27,11583.21
2,23:12:28 13:31:27,3570.01
3,23:12:28 13:31:27,11645.74
4,23:12:28 13:31:27,27795.17
5,23:12:28 13:31:27,37982.65
6,23:12:28 13:31:27,34651.68
7,23:12:28 13:31:27,11833.44
8,23:12:28 13:31:27,15190.27
9,23:12:28 13:31:27,9307.40
10,23:12:28 13:31:27,35584.99
1,23:12:28 13:32:27,5733.94
2,23:12:28 13:32:27,39514.70
3,23:12:28 13:32:27,11600.91
4,23:12:28 13:32:27,35459.54
5,23:12:28 13:32:27,13134.41
6,23:12:28 13:32:27,21925.26
7,23:12:28 13:32:27,14017.98
8,23:12:28 13:32:27,37506.17
9,23:12:28 13:32:27,34789.93
10,23:12:28 13:32:27,362.68
1,23:12:28 13:33:27,6561.76
2,23:12:28 13:33:27,31270.18
3,23:12:28 13:33:27,6883.20
4,23:12:28 13:33:27,16446.34
5,23:12:28 13:33:27,2776.90
6,23:12:28 13:33:27,19958.48
7,23:12:28 13:33:27,16641.54
8,23:12:28 13:33:27,14037.84
9,23:12:28 13:33:27,19858.50
10,23:12:28 13:33:27,2164.20
1,23:12:28 13:34:27,29840.60
2,23:12:28 13:34:27,34245.30
3,23:12:28 13:34:27,27840.30
4,23:12:28 13:34:27,15922.50
5,23:12:28 13:34:27,37314.09
6,23:12:28 13:34:27,18653.50
7,23:12:28 13:34:27,17356.99
8,23:12:28 13:34:27,25252.28
9,23:12:28 13:34:27,36047.96
10,23:12:28 13:34:27,16730.57
1,23:12:28 13:35:27,33751.81
2,23:12:28 13:35:27,16093.57
3,23:12:28 13:35:27,10737.10
4,23:12:28 13:35:27,26087.30
5,23:12:28 13:35:27,23729.07
6,23:12:28 13:35:27,16946.20
7,23:12:28 13:35:27,2992.82
8,23:12:28 13:35:27,14798.66
9,23:12:28 13:35:27,18640.21
10,23:12:28 13:35:27,17271.64
1,23:12:28 13:36:27,32676.05
2,23:12:28 13:36:27,21506.34
3,23:12:28 13:36:27,5916.31
4,23:12:28 13:36:27,21666.89
5,23:12:28 13:36:27,4346.30
6,23:12:28 13:36:27,2884.67
7,23:12:28 13:36:27,27214.42
8,23:12:28 13:36:27,21494.73
9,23:12:28 13:36:27,18623.84
10,23:12:28 13:36:27,15167.69
1,23:12:28 13:37:27,2511.88
2,23:12:28 13:37:27,7651.79
3,23:12:28 13:37:27,20876.48
4,23:12:28 13:37:27,20901.87
5,23:12:28 13:37:27,6002.31
6,23:12:28 13:37:27,35419.88
7,23:12:28 13:37:27,38258.26
8,23:12:28 13:37:27,24925.64
9,23:12:28 13:37:27,30758.53
10,23:12:28 13:37:27,23515.99
1,23:12:28 13:38:27,32747.13
2,23:12:28 13:38:27,22707.26
3,23:12:28 13:38:27,33588.02
4,23:12:28 13:38:27,26266.10
5,23:12:28 13:38:27,9577.10
6,23:12:28 13:38:27,8615.37
7,23:12:28 13:38:27,1607.43
8,23:12:28 13:38:27,20351.66
9,23:12:28 13:38:27,18770.03
10,23:12:28 13:38:27,31073.88
1,23:12:28 13:39:27,37438.66
2,23:12:28 13:39:27,35824.44
3,23:12:28 13:39:27,37423.65
4,23:12:28 13:39:27,23001.32
5,23:12:28 13:39:27,27138.97
6,23:12:28 13:39:27,4943.20
7,23:12:28 13:39:27,37840.43
8,23:12:28 13:39:27,19366.89
9,23:12:28 13:39:27,5145.07
10,23:12:28 13:39:27,4746.60
1,23:12:28 13:40:27,10511.00
2,23:12:28 13:40:27,17505.11
3,23:12:28 13:40:27,29874.25
4,23:12:28 13:40:27,4784.24
5,23:12:28 13:40:27,1242.81
6,23:12:28 13:40:27,36589.14
7,23:12:28 13:40:27,39736.06
8,23:12:28 13:40:27,6526.66
9,23:12:28 13:40:27,25473.77
10,23:12:28 13:40:27,25288.58
1,23:12:28 13:41:27,16270.26
2,23:12:28 13:41:27,18140.08
3,23:12:28 13:41:27,28584.95
4,23:12:28 13:41:27,33105.40
5,23:12:28 13:41:27,21957.77
6,23:12:28 13:41:27,23437.52
7,23:12:28 13:41:27,13207.67
8,23:12:28 13:41:27,15677.61
9,23:12:28 13:41:27,18831.26
10,23:12:28 13:41:27,5747.87
1,23:12:28 13:42:27,37398.54
2,23:12:28 13:42:27,38700.27
3,23:12:28 13:42:27,2250.64
4,23:12:28 13:42:27,32480.60
5,23:12:28 13:42:27,15345.64
6,23:12:28 13:42:27,13061.20
7,23:12:28 13:42:27,10389.24
8,23:12:28 13:42:27,19451.82
9,23:12:28 13:42:27,22958.36
10,23:12:28 13:42:27,38839.38
1,23:12:28 13:43:27,27649.10
2,23:12:28 13:43:27,1437.36
3,23:12:28 13:43:27,32205.95
4,23:12:28 13:43:27,906.60
5,23:12:28 13:43:27,6484.58
6,23:12:28 13:43:27,35049.55
7,23:12:28 13:43:27,20179.31
8,23:12:28 13:43:27,29653.08
9,23:12:28 13:43:27,35414.75
10,23:12:28 13:43:27,444.64
1,23:12:28 13:44:27,30575.35
2,23:12:28 13:44:27,653.63
3,23:12:28 13:44:27,36046.14
4,23:12:28 13:44:27,34529.90
5,23:12:28 13:44:27,26075.99
6,23:12:28 13:44:27,31790.79
7,23:12:28 13:44:27,34058.32
8,23:12:28 13:44:27,18004.73
9,23:12:28 13:44:27,19302.59
10,23:12:28 13:44:27,28879.44
1,23:12:28 13:45:27,3145.44
2,23:12:28 13:45:27,25924.38
3,23:12:28 13:45:27,22067.33
4,23:12:28 13:45:27,36576.42
5,23:12:28 13:45:27,31680.03
6,23:12:28 13:45:27,30632.28
7,23:12:28 13:45:27,38114.81
8,23:12:28 13:45:27,16197.23
9,23:12:28 13:45:27,39686.26
10,23:12:28 13:45:27,33801.89
1,23:12:28 13:46:27,27738.67
2,23:12:28 13:46:27,24780.26
3,23:12:28 13:46:27,13395.73
4,23:12:28 13:46:27,3679.35
5,23:12:28 13:46:27,38310.55
6,23:12:28 13:46:27,4203.04
7,23:12:28 13:46:27,6885.38
8,23:12:28 13:46:27,21462.94
9,23:12:28 13:46:27,12563.37
10,23:12:28 13:46:27,20041.81
1,23:12:28 13:47:27,27805.34
2,23:12:28 13:47:27,26365.78
3,23:12:28 13:47:27,20550.62
4,23:12:28 13:47:27,36577.53
5,23:12:28 13:47:27,32962.72
6,23:12:28 13:47:27,32486.11
7,23:12:28 13:47:27,37284.84
8,23:12:28 13:47:27,3490.80
9,23:12:28 13:47:27,32174.37
10,23:12:28 13:47:27,37084.86
1,23:12:28 13:48:27,11417.31
2,23:12:28 13:48:27,22403.07
3,23:12:28 13:48:27,12.58
4,23:12:28 13:48:27,28207.11
5,23:12:28 13:48:27,1041.88
6,23:12:28 13:48:27,36451.70
7,23:12:28 13:48:27,23789.61
8,23:12:28 13:48:27,29696.37
9,23:12:28 13:48:27,24433.17
10,23:12:28 13:48:27,21729.51
1,23:12:28 13:49:27,6554.93
2,23:12:28 13:49:27,33402.79
3,23:12:28 13:49:27,39286.90
4,23:12:28 13:49:27,28894.14
5,23:12:28 13:49:27,29999.51
6,23:12:28 13:49:27,1622.78
7,23:12:28 13:49:27,37547.26
8,23:12:28 13:49:27,29385.67
9,23:12:28 13:49:27,7182.15
10,23:12:28 13:49:27,10941.30
1,23:12:28 13:50:27,39626.43
2,23:12:28 13:50:27,36318.33
3,23:12:28 13:50:27,14700.40
4,23:12:28 13:50:27,9228.73
5,23:12:28 13:50:27,4710.28
6,23:12:28 13:50:27,33095.70
7,23:12:28 13:50:27,30835.50
8,23:12:28 13:50:27,15906.90
9,23:12:28 13:50:27,253.97
10,23:12:28 13:50:27,12423.47
1,23:12:28 13:51:27,16301.00
2,23:12:28 13:51:27,11757.18
3,23:12:28 13:51:27,27401.42
4,23:12:28 13:51:27,31917.27
5,23:12:28 13:51:27,4687.58
6,23:12:28 13:51:27,26341.76
7,23:12:28 13:51:27,39392.40
8,23:12:28 13:51:27,30679.18
9,23:12:28 13:51:27,24226.92
10,23:12:28 13:51:27,182.40
1,23:12:28 13:52:27,19596.93
2,23:12:28 13:52:27,38690.95
3,23:12:28 13:52:27,24651.04
4,23:12:28 13:52:27,31933.70
5,23:12:28 13:52:27,25656.01
6,23:12:28 13:52:27,36882.07
7,23:12:28 13:52:27,23811.59
8,23:12:28 13:52:27,35747.78
9,23:12:28 13:52:27,10473.61
10,23:12:28 13:52:27,35542.62
1,23:12:28 13:53:27,37555.86
2,23:12:28 13:53:27,6920.07
3,23:12:28 13:53:27,22440.11
4,23:12:28 13:53:27,32006.51
5,23:12:28 13:53:27,10496.93
6,23:12:28 13:53:27,4002.38
7,23:12:28 13:53:27,14409.64
8,23:12:28 13:53:27,17423.86
9,23:12:28 13:53:27,26841.22
10,23:12:28 13:53:27,32759.39
1,23:12:28 13:54:27,4758.86
2,23:12:28 13:54:27,35974.42
3,23:12:28 13:54:27,35234.11
4,23:12:28 13:54:27,22940.79
5,23:12:28 13:54:27,35959.26
6,23:12:28 13:54:27,19206.63
7,23:12:28 13:54:27,11129.97
8,23:12:28 13:54:27,35603.64
9,23:12:28 13:54:27,35871.86
10,23:12:28 13:54:27,37549.53
1,23:12:28 13:55:27,21129.30
2,23:12:28 13:55:27,5086.49
3,23:12:28 13:55:27,39057.79
4,23:12:28 13:55:27,13653.17
5,23:12:28 13:55:27,9928.04
6,23:12:28 13:55:27,15204.34
7,23:12:28 13:55:27,23320.97
8,23:12:28 13:55:27,22533.02
9,23:12:28 13:55:27,27283.79
10,23:12:28 13:55:27,27560.87
1,23:12:28 13:56:27,3092.58
2,23:12:28 13:56:27,27866.55
3,23:12:28 13:56:27,25607.80
4,23:12:28 13:56:27,30058.69
5,23:12:28 13:56:27,19706.27
6,23:12:28 13:56:27,15755.67
7,23:12:28 13:56:27,12259.52
8,23:12:28 13:56:27,26987.64
9,23:12:28 13:56:27,25344.50
10,23:12:28 13:56:27,15159.47
1,23:12:28 13:57:27,30271.46
2,23:12:28 13:57:27,3061.00
3,23:12:28 13:57:27,39590.48
4,23:12:28 13:57:27,19840.81
5,23:12:28 13:57:27,22106.14
6,23:12:28 13:57:27,16547.75
7,23:12:28 13:57:27,618.38
8,23:12:28 13:57:27,13096.77
9,23:12:28 13:57:27,35019.64
10,23:12:28 13:57:27,36947.83
1,23:12:28 13:58:27,32603.40
2,23:12:28 13:58:27,5080.45
3,23:12:28 13:58:27,25584.90
4,23:12:28 13:58:27,27558.31
5,23:12:28 13:58:27,36472.62
6,23:12:28 13:58:27,33607.29
7,23:12:28 13:58:27,23819.79
8,23:12:28 13:58:27,21800.83
9,23:12:28 13:58:27,23882.07
10,23:12:28 13:58:27,31075.08
1,23:12:28 13:59:27,2249.03
2,23:12:28 13:59:27,21878.58
3,23:12:28 13:59:27,17812.63
4,23:12:28 13:59:27,16257.93
5,23:12:28 13:59:27,21423.05
6,23:12:28 13:59:27,29945.81
7,23:12:28 13:59:27,10137.97
8,23:12:28 13:59:27,4902.55
9,23:12:28 13:59:27,39861.84
10,23:12:28 13:59:27,11814.03
1,23:12:28 14:00:27,19128.99
2,23:12:28 14:00:27,7120.04
3,23:12:28 14:00:27,36770.07
4,23:12:28 14:00:27,37824.31
5,23:12:28 14:00:27,19238.22
6,23:12:28 14:00:27,31904.55
7,23:12:28 14:00:27,11139.70
8,23:12:28 14:00:27,157.85
9,23:12:28 14:00:27,33762.88
10,23:12:28 14:00:27,4682.35
1,23:12:28 14:01:27,33173.95
2,23:12:28 14:01:27,28676.93
3,23:12:28 14:01:27,24517.56
4,23:12:28 14:01:27,26569.66
5,23:12:28 14:01:27,15791.84
6,23:12:28 14:01:27,1308.10
7,23:12:28 14:01:27,26067.93
8,23:12:28 14:01:27,39591.16
9,23:12:28 14:01:27,14808.10
10,23:12:28 14:01:27,20444.10
1,23:12:28 14:02:27,39542.63
2,23:12:28 14:02:27,18253.84
3,23:12:28 14:02:27,20762.49
4,23:12:28 14:02:27,6707.98
5,23:12:28 14:02:27,26080.59
6,23:12:28 14:02:27,4022.42
7,23:12:28 14:02:27,20404.37
8,23:12:28 14:02:27,25220.42
9,23:12:28 14:02:27,29521.02
10,23:12:28 14:02:27,35952.04
1,23:12:28 14:03:27,9096.55
2,23:12:28 14:03:27,15900.47
3,23:12:28 14:03:27,28242.55
4,23:12:28 14:03:27,950.67
5,23:12:28 14:03:27,14863.42
6,23:12:28 14:03:27,16387.99
7,23:12:28 14:03:27,2410.90
8,23:12:28 14:03:27,26601.80
9,23:12:28 14:03:27,30214.28
10,23:12:28 14:03:27,33259.16
1,23:12:28 14:04:27,12711.45
2,23:12:28 14:04:27,1451.81
3,23:12:28 14:04:27,1891.02
4,23:12:28 14:04:27,39778.86
5,23:12:28 14:04:27,6665.01
6,23:12:28 14:04:27,28975.66
7,23:12:28 14:04:27,22506.81
8,23:12:28 14:04:27,36645.03
9,23:12:28 14:04:27,24589.91
10,23:12:28 14:04:27,14294.68
1,23:12:28 14:05:27,13570.22
2,23:12:28 14:05:27,14639.83
3,23:12:28 14:05:27,26587.31
4,23:12:28 14:05:27,25371.94
5,23:12:28 14:05:27,9509.86
6,23:12:28 14:05:27,31269.76
7,23:12:28 14:05:27,23338.68
8,23:12:28 14:05:27,14589.89
9,23:12:28 14:05:27,20285.24
10,23:12:28 14:05:27,16045.70
1,23:12:28 14:06:27,24628.54
2,23:12:28 14:06:27,12342.74
3,23:12:28 14:06:27,23447.30
4,23:12:28 14:06:27,28934.04
5,23:12:28 14:06:27,725.60
6,23:12:28 14:06:27,27940.05
7,23:12:28 14:06:27,24637.59
8,23:12:28 14:06:27,8552.39
9,23:12:28 14:06:27,33300.09
10,23:12:28 14:06:27,17204.97
1,23:12:28 14:07:27,19101.46
2,23:12:28 14:07:27,11217.87
3,23:12:28 14:07:27,31893.02
4,23:12:28 14:07:27,8748.98
5,23:12:28 14:07:27,6954.39
6,23:12:28 14:07:27,29241.81
7,23:12:28 14:07:27,23997.01
8,23:12:28 14:07:27,30766.95
9,23:12:28 14:07:27,35747.23
10,23:12:28 14:07:27,25483.03
1,23:12:28 14:08:27,34941.02
2,23:12:28 14:08:27,15448.59
3,23:12:28 14:08:27,3952.55
4,23:12:28 14:08:27,8471.92
5,23:12:28 14:08:27,29312.42
6,23:12:28 14:08:27,21506.64
7,23:12:28 14:08:27,23997.87
8,23:12:28 14:08:27,4494.54
9,23:12:28 14:08:27,9041.44
10,23:12:28 14:08:27,6225.31
1,23:12:28 14:09:27,32140.51
2,23:12:28 14:09:27,19195.90
3,23:12:28 14:09:27,36007.68
4,23:12:28 14:09:27,25172.65
5,23:12:28 14:09:27,24818.40
6,23:12:28 14:09:27,23553.81
7,23:12:28 14:09:27,33635.36
8,23:12:28 14:09:27,30318.26
9,23:12:28 14:09:27,29296.44
10,23:12:28 14:09:27,6365.16
1,23:12:28 14:10:27,32130.21
2,23:12:28 14:10:27,26824.90
3,23:12:28 14:10:27,38294.48
4,23:12:28 14:10:27,21923.62
5,23:12:28 14:10:27,30929.49
6,23:12:28 14:10:27,3081.39
7,23:12:28 14:10:27,37048.94
8,23:12:28 14:10:27,22607.96
9,23:12:28 14:10:27,21559.40
10,23:12:28 14:10:27,31351.61
1,23:12:28 14:11:27,19667.04
2,23:12:28 14:11:27,35565.37
3,23:12:28 14:11:27,39242.72
4,23:12:28 14:11:27,32401.89
5,23:12:28 14:11:27,1177.41
6,23:12:28 14:11:27,12744.19
7,23:12:28 14:11:27,864.16
8,23:12:28 14:11:27,35567.93
9,23:12:28 14:11:27,16180.91
10,23:12:28 14:11:27,3423.31
1,23:12:28 14:12:27,5966.79
2,23:12:28 14:12:27,22549.17
3,23:12:28 14:12:27,3402.66
4,23:12:28 14:12:27,39516.21
5,23:12:28 14:12:27,24807.08
6,23:12:28 14:12:27,28402.24
7,23:12:28 14:12:27,8091.55
8,23:12:28 14:12:27,17826.16
9,23:12:28 14:12:27,20748.40
10,23:12:28 14:12:27,26620.12
1,23:12:28 14:13:27,1956.82
2,23:12:28 14:13:27,26667.41
3,23:12:28 14:13:27,15631.68
4,23:12:28 14:13:27,2869.12
5,23:12:28 14:13:27,3884.34
6,23:12:28 14:13:27,19998.96
7,23:12:28 14:13:27,35072.06
8,23:12:28 14:13:27,15424.49
9,23:12:28 14:13:27,34887.00
10,23:12:28 14:13:27,29133.76
1,23:12:28 14:14:27,24622.62
2,23:12:28 14:14:27,23850.48
3,23:12:28 14:14:27,221.90
4,23:12:28 14:14:27,12300.33
5,23:12:28 14:14:27,34082.85
6,23:12:28 14:14:27,16117.99
7,23:12:28 14:14:27,38306.01
8,23:12:28 14:14:27,19874.36
9,23:12:28 14:14:27,20153.52
10,23:12:28 14:14:27,17927.86
1,23:12:28 14:15:27,8917.71
2,23:12:28 14:15:27,17730.72
3,23:12:28 14:15:27,34070.53
4,23:12:28 14:15:27,148.48
5,23:12:28 14:15:27,35786.68
6,23:12:28 14:15:27,13872.40
7,23:12:28 14:15:27,4604.67
8,23:12:28 14:15:27,21490.91
9,23:12:28 14:15:27,23666.92
10,23:12:28 14:15:27,12647.42
1,23:12:28 14:16:27,38685.01
2,23:12:28 14:16:27,34889.65
3,23:12:28 14:16:27,21834.49
4,23:12:28 14:16:27,1766.22
5,23:12:28 14:16:27,38502.07
6,23:12:28 14:16:27,27384.76
7,23:12:28 14:16:27,25734.41
8,23:12:28 14:16:27,27177.13
9,23:12:28 14:16:27,3311.62
10,23:12:28 14:16:27,20142.69
1,23:12:28 14:17:27,3507.07
2,23:12:28 14:17:27,5454.29
3,23:12:28 14:17:27,39154.67
4,23:12:28 14:17:27,12276.36
5,23:12:28 14:17:27,25837.56
6,23:12:28 14:17:27,16764.53
7,23:12:28 14:17:27,8225.71
8,23:12:28 14:17:27,24126.72
9,23:12:28 14:17:27,29648.32
10,23:12:28 14:17:27,421.00
1,23:12:28 14:18:27,25348.86
2,23:12:28 14:18:27,21814.90
3,23:12:28 14:18:27,29804.38
4,23:12:28 14:18:27,19720.26
5,23:12:28 14:18:27,18737.54
6,23:12:28 14:18:27,5821.60
7,23:12:28 14:18:27,39844.26
8,23:12:28 14:18:27,2129.17
9,23:12:28 14:18:27,9982.16
10,23:12:28 14:18:27,2034.81
1,23:12:28 14:19:27,16714.80
2,23:12:28 14:19:27,37632.57
3,23:12:28 14:19:27,39663.67
4,23:12:28 14:19:27,21283.60
5,23:12:28 14:19:27,27048.31
6,23:12:28 14:19:27,31711.22
7,23:12:28 14:19:27,36257.48
8,23:12:28 14:19:27,36008.91
9,23:12:28 14:19:27,4203.21
10,23:12:28 14:19:27,25786.66
1,23:12:28 14:20:27,28952.97
2,23:12:28 14:20:27,16228.78
3,23:12:28 14:20:27,7339.98
4,23:12:28 14:20:27,20646.79
5,23:12:28 14:20:27,33163.04
6,23:12:28 14:20:27,33555.96
7,23:12:28 14:20:27,24979.72
8,23:12:28 14:20:27,37137.50
9,23:12:28 14:20:27,18774.22
10,23:12:28 14:20:27,9267.73
1,23:12:28 14:21:27,38337.38
2,23:12:28 14:21:27,4675.66
3,23:12:28 14:21:27,23633.84
4,23:12:28 14:21:27,8774.38
5,23:12:28 14:21:27,28839.78
6,23:12:28 14:21:27,22241.54
7,23:12:28 14:21:27,13584.08
8,23:12:28 14:21:27,19485.08
9,23:12:28 14:21:27,22410.01
10,23:12:28 14:21:27,26338.53
1,23:12:28 14:22:27,15441.92
2,23:12:28 14:22:27,7190.92
3,23:12:28 14:22:27,11539.03
4,23:12:28 14:22:27,35914.95
5,23:12:28 14:22:27,22522.91
6,23:12:28 14:22:27,33775.95
7,23:12:28 14:22:27,3766.07
8,23:12:28 14:22:27,39330.20
9,23:12:28 14:22:27,21081.25
10,23:12:28 14:22:27,12913.98
1,23:12:28 14:23:27,6603.38
2,23:12:28 14:23:27,35436.80
3,23:12:28 14:23:27,18151.71
4,23:12:28 14:23:27,15078.97
5,23:12:28 14:23:27,21885.17
6,23:12:28 14:23:27,31389.55
7,23:12:28 14:23:27,34885.47
8,23:12:28 14:23:27,33015.59
9,23:12:28 14:23:27,4885.75
10,23:12:28 14:23:27,11105.36
1,23:12:28 14:24:27,39522.61
2,23:12:28 14:24:27,29864.42
3,23:12:28 14:24:27,8640.71
4,23:12:28 14:24:27,21750.32
5,23:12:28 14:24:27,2442.29
6,23:12:28 14:24:27,110.49
7,23:12:28 14:24:27,9023.34
8,23:12:28 14:24:27,29800.05
9,23:12:28 14:24:27,34262.74
10,23:12:28 14:24:27,17670.94
1,23:12:28 14:25:27,33412.86
2,23:12:28 14:25:27,27704.46
3,23:12:28 14:25:27,23857.56
4,23:12:28 14:25:27,23567.42
5,23:12:28 14:25:27,13086.93
6,23:12:28 14:25:27,15253.38
7,23:12:28 14:25:27,39337.02
8,23:12:28 14:25:27,30306.03
9,23:12:28 14:25:27,24357.81
10,23:12:28 14:25:27,33076.85
1,23:12:28 14:26:27,11311.59
2,23:12:28 14:26:27,30905.47
3,23:12:28 14:26:27,5855.63
4,23:12:28 14:26:27,23038.64
5,23:12:28 14:26:27,39745.81
6,23:12:28 14:26:27,25714.31
7,23:12:28 14:26:27,20206.76
8,23:12:28 14:26:27,30289.58
9,23:12:28 14:26:27,15992.72
10,23:12:28 14:26:27,16770.05
1,23:12:28 14:27:27,12455.49
2,23:12:28 14:27:27,31169.09
3,23:12:28 14:27:27,13772.19
4,23:12:28 14:27:27,6416.37
5,23:12:28 14:27:27,21035.87
6,23:12:28 14:27:27,17532.65
7,23:12:28 14:27:27,28281.04
8,23:12:28 14:27:27,29532.09
9,23:12:28 14:27:27,29713.18
10,23:12:28 14:27:27,20588.00
1,23:12:28 14:28:27,32805.43
2,23:12:28 14:28:27,19846.94
3,23:12:28 14:28:27,32849.82
4,23:12:28 14:28:27,9042.82
5,23:12:28 14:28:27,21439.55
